,geometry,name,opening_hours,shop,wheelchair,check_date,addr:city,addr:housenumber,addr:postcode,addr:street,operator,payment:cash,payment:credit_cards,payment:debit_cards,addr:country,source,toilets:wheelchair,brand,contact:facebook,contact:phone,contact:website,brand:wikidata,changing_table,toilets,building,website,amenity,cuisine,access,addr:place,addr:province,contact:email,dog,fee,internet_access,internet_access:fee,motorhome,organic,power_supply,power_supply:maxcurrent,reservation,sanitary_dump_station,socket:cee_blue,tents,tourism,brand:wikipedia,city,description,phone,email,check_date:opening_hours,payment:mastercard,payment:visa,branch,name:it,operator:wikidata,operator:wikipedia,alt_name,ref,ref:vatin,level,kids_area,toilets:access,toilets:number,smoking,ele,atm,air_conditioning,diet:halal,diet:kosher,name:signed,currency:EUR,addr:suburb,brand:en,brand:ja,name:en,name:ja,delivery:description:it,wikimedia_commons,contact:instagram,name:es,noname,entrance,opening_hours:signed,payment:cards,facebook,payment:coins,payment:bancomat,clothes,self_service,contact:mobile,addr:state,building:levels,old_name,fixme,start_date,note,roof:levels,roof:shape,building:material,addr:unit,stroller,not:brand:wikidata,fax,addr:hamlet,payment:diners_club,payment:maestro,payment:v_pay,payment:visa_electron,drive_through,building:part,indoor_seating,outdoor_seating,building:use,contact:fax,building:colour,diet:gluten_free,diet:non-vegetarian,diet:vegan,diet:vegetarian,roof:colour,type,roof:material,survey:date,fuel:GTL_diesel,fuel:diesel,fuel:octane_100,fuel:octane_95,ref:mise
0,POINT (12.4393959 45.4373689),Spar,Mo-Su 07:30-20:30,supermarket,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,POINT (12.4374332 45.4375308),Puntagialla,,supermarket,yes,2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,POINT (12.4395022 45.4376661),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,POINT (12.4405499 45.4363748),,,convenience,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,POINT (12.4408824 45.436581),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,POINT (12.563545 45.4784269),Supermercato DESPAR GARDEN,"Mo-Su,PH 08:00-13:00,16:00-19:00",supermarket,,,Cavallino-Treporti,55,30013,Via Francesco Baracca,Garden Paradiso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,POINT (12.5491964 45.4783624),Ali,,supermarket,,2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,POINT (12.49143 45.4533069),,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,POINT (12.4618887 45.4466833),Market - Camping Ca`Savio,"PH,Mo-Su 07:30-21:30",supermarket,yes,2024-05-20,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,POINT (12.4569154 45.4558106),Puntagialla,,supermarket,,2024-05-21,Cavallino-Treporti,32a,,Via Treportina,,,,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,POINT (12.5338698 45.46698),Italy Market,,supermarket,,2023-08-19,,,,,Italy Camping Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,POINT (12.5011759 45.45585),Market,"PH,Mo-Su 07:30-19:30",supermarket,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,POINT (12.4958633 45.4562038),Supermarket,,convenience,yes,,,,,,,,,,,local_knowledge,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,POINT (12.5304886 45.4660247),Tourist Market,"Mo-Su 07:30-12:30, 16:00-20:00",supermarket,yes,2023-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,POINT (12.5737148 45.4787649),,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,POINT (12.5735231 45.4809016),Despar,,supermarket,,,,,,,,,,,,,,Spar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,POINT (12.5723385 45.4802314),Gran Bazar,,department_store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,POINT (12.5720709 45.4800598),Supermarket,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,POINT (12.5793426 45.4796776),Mini Market,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,POINT (12.4819337 45.4541422),DESpar,"Mo-Su,PH 07:30-13:00,16:00-20:00",supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,POINT (12.541346 45.4806432),Junior Farm,,farm,,,,,,,,,,,,,,,https://m.facebook.com/juniorfarmagriturismo/,+39 335 782 1536,https://www.junior-family.it/it/junior-farm/,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,POINT (12.4583413 45.4529696),Crai,"Mo-Sa 07:30-13:00,16:30-20:00; Su 07:30-13:00",supermarket,,,,,,,Bergamo S.a.s,,,,,,,Crai,,,,Q3696429,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,POINT (12.4891001 45.4544181),,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,POINT (12.5067746 45.4570877),,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,POINT (12.4721692 45.4489706),Despar,"Mo-Su 07:30-13:00,16:00-20:00",supermarket,,,,,,,,,,,,,,Spar,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"POLYGON ((12.453633 45.4474115, 12.453547 45.4473912, 12.4535441 45.4473973, 12.4535149 45.4473904, 12.453525 45.4473689, 12.4534793 45.4473581, 12.45347 45.4473774, 12.4533619 45.4473519, 12.4533279 45.4474234, 12.4535972 45.4474869, 12.453633 45.4474115))",,,supermarket,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"POLYGON ((12.4586763 45.4515, 12.4588522 45.4515239, 12.4588883 45.4513931, 12.4587695 45.4513769, 12.4587124 45.4513692, 12.4586763 45.4515))",,,department_store,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"POLYGON ((12.4727565 45.4558953, 12.472741 45.4557227, 12.4727057 45.4557259, 12.4726658 45.4553215, 12.4725168 45.4553287, 12.4725186 45.4553471, 12.472333 45.455356, 12.4723857 45.4558906, 12.4724966 45.4558852, 12.4724977 45.4559069, 12.4727565 45.4558953))",EuroSpin,Mo-Su 08:30-20:30,supermarket,,,,75,30013,Via Vettor Pisani,,,,,IT,,,EuroSpin,,,,Q1374674,,,supermarket,https://www.eurospin.it/,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"POLYGON ((12.5270598 45.4647772, 12.5270014 45.4649127, 12.5273462 45.464985, 12.5274007 45.4648494, 12.5270598 45.4647772))",Tourist Market,,supermarket,,2023-08-20,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"POLYGON ((12.5560161 45.4748107, 12.5564734 45.4749698, 12.5567172 45.4746359, 12.5565711 45.4745842, 12.5564765 45.4747218, 12.5564192 45.4747051, 12.5563936 45.47475, 12.5563627 45.47474, 12.5563783 45.4747141, 12.5563277 45.4746968, 12.5563307 45.4746906, 12.5561793 45.4746398, 12.5561359 45.4747008, 12.5561171 45.4746927, 12.5560926 45.4746998, 12.5560161 45.4748107))",,,supermarket,,,,,,,,,,,,,,,,,,,,,yes,,restaurant,italian,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"POLYGON ((12.5752629 45.4790695, 12.5753071 45.4790202, 12.5751914 45.4789771, 12.5751524 45.4790221, 12.5752629 45.4790695))",Bazar,,supermarket,,,,,,,,,,,,,,,,,,,,,yes,,,,private,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"POLYGON ((12.5499859 45.4724644, 12.5498796 45.4725922, 12.5496601 45.4725023, 12.5496399 45.4725266, 12.5495129 45.4724746, 12.5495458 45.4724319, 12.5495093 45.4724173, 12.5496045 45.4723084, 12.5499859 45.4724644))",,,convenience,,,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"POLYGON ((12.4275546 45.4354021, 12.4285698 45.4355726, 12.4287185 45.4352002, 12.4290639 45.4351433, 12.4291156 45.4351185, 12.4291971 45.4349042, 12.427737 45.4340468, 12.4276935 45.4340274, 12.4276549 45.4340364, 12.4276331 45.4340649, 12.4275546 45.4354021))",Agricampeggio Mose,,farm,yes,,Cavallino-Treporti,2,30013,Via Monte Grappa,,,,,IT,,,,,+39 041 658922,http://campingmose.com,,,,,,,,,Punta Sabbioni,IT-VE,info@campingmose.com,yes,yes,wlan,no,yes,yes,yes,10,yes,customers,yes,yes,camp_site,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"POLYGON ((12.4738887 45.4577949, 12.4738348 45.4572956, 12.4738319 45.4572689, 12.4734332 45.4572901, 12.4734476 45.4574234, 12.4734751 45.4574219, 12.4735175 45.4578146, 12.4738887 45.4577949))",MD,Mo-Su 08:00-22:00,supermarket,,,,,30013,Via Fausta Ang. Via Di Ca'Vio,,,,,,,,MD,,,,Q3841263,,,supermarket,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"POLYGON ((12.4609722 45.4426469, 12.4611402 45.4427024, 12.4612242 45.442578, 12.4610561 45.4425225, 12.4609722 45.4426469))",Chiosco Maramita,,kiosk,,,,,,,,,,,,,,,,,,,,,kiosk,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"POLYGON ((12.4704772 45.4555996, 12.47051 45.4559016, 12.4705875 45.4558975, 12.471438 45.4558521, 12.4714053 45.4555501, 12.4704772 45.4555996))",Lidl,Mo-Sa 08:00-21:00; Su 08:30-20:30,supermarket,yes,2024-05-27,,186a,30013,Via Fausta,,yes,yes,yes,,,,Lidl,,,,Q151954,,,supermarket,https://www.lidl.it/,,,,,,,,,,,,,,,,,,,,en:Lidl,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"POLYGON ((12.4573071 45.4555783, 12.4572958 45.455601, 12.457332 45.4556076, 12.4573497 45.4556274, 12.4574166 45.4556061, 12.4576974 45.4556845, 12.4576196 45.4558138, 12.4575889 45.4558714, 12.4574967 45.4560359, 12.4572756 45.4559758, 12.4570885 45.4559239, 12.4568356 45.4558508, 12.4569025 45.4557314, 12.4569378 45.4557214, 12.4569455 45.4557026, 12.4569614 45.4556976, 12.4569905 45.4556894, 12.4570066 45.4556838, 12.4569794 45.4556409, 12.457055 45.455507, 12.4573071 45.4555783))",Laguna Center,,mall,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"POLYGON ((12.4442106 45.4394437, 12.4443035 45.4394857, 12.4443244 45.4394629, 12.4444024 45.4393778, 12.4445143 45.4392558, 12.4444214 45.4392138, 12.4442106 45.4394437))",,,supermarket,,,,,,,,,,,,,,Despar,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"Cavallino-Treporti, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,POINT (12.3281032 45.4405562),Majer/La Cantinetta,,deli,,,,1657,30135,,,,,,,,,,,,,,,,,,,,,Santa Croce,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy","Natural wines, bread, oils and snacks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,POINT (12.2014525 45.4825025),Alì,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,POINT (12.2089432 45.4851613),Cadoro,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,POINT (12.1887165 45.4844996),,,kiosk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,POINT (12.2533815 45.4925799),Spak,,supermarket,,,,43a,30173,Via Amerigo Vespucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 041 5351288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,POINT (12.3240736 45.4339856),Conad City,"Mo-Sa 07:30-20:30; Su 09:00-14:00,16:00-19:30",supermarket,yes,,Venezia,3017,30123,Rio Terà Canal,Conad,,,,,,,Conad City,,,,Q57543102,,,,https://www.conad.it,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,POINT (12.3398445 45.4368763),Coop,Mo-Sa 09:15-19:15; Su 11:00-19:15,supermarket,,,,5818,30122,,,,,,,,,Coop,,,,Q1129774,,,,,,,,Castello,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,POINT (12.3393834 45.4363079),I tre Mercanti,Mo-Su 11:00-19:30,deli,,,,Castello 5364,30122,Calle al Ponte de la Guerra,,,,,,survey,,,itremercanti,,,,,,,http://www.itremercanti.it,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+390415222901,info@itremercanti.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,POINT (12.3252243 45.4478832),Conad City,Mo-Sa 07:00-21:00; Su 08:00-21:00,supermarket,yes,,,3027,30121,Calle della Fornasa Vecia,Conad,,,,,,,Conad City,,,,Q57543102,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,POINT (12.326856 45.4313708),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,POINT (12.2328381 45.4845647),Alì,Mo-Sa 08:15-20:00,supermarket,yes,2024-07-09,,,,Via Piave,,,,,,,,,,,,,,,,https://www.alisupermercati.it,,,,,,,,,no,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,POINT (12.2380883 45.4913142),Eurospar,Mo-Sa 08:00-20:00; Su 09:00-19:00,supermarket,yes,,Mestre,23,30171,Via Giosuè Carducci,,,,,,,,Eurospar,,,,Q12309283,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,Mestre Carducci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,POINT (12.3315009 45.4254781),Prix,"Mo-Sa 08:00-20:00; Su 09:00-13:00,15:00-19:00",supermarket,,,Venezia,203a,30133,,Prix Quality,,,,,,,Prix,,,,Q61994819,,,,https://www.www.prixquality.com/,,,,Giudecca,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 041 5239825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,POINT (12.2264234 45.5104703),Spazio Conad,,supermarket,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,POINT (12.378739 45.4216907),Coop,"Mo-Fr 08:30-13:00,15:30-19:30; Sa 08:30-19:30; Su off",supermarket,,,,,,,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,2024-02-12,,,,inCoop,Q21189584,it:Coop Alleanza 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,POINT (12.3194161 45.434719),Prix,Mo-Sa 08:30-20:00; Su 09:00-13:00,supermarket,limited,,,,,,,,,,,,,Prix,,,,Q61994819,,,,https://www.prixquality.com,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,Prix Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,POINT (12.3476654 45.3838926),Coop,,supermarket,,,,,,,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,inCoop,Q21189584,it:Coop Alleanza 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,POINT (12.2048012 45.5157266),Cadoro,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,POINT (12.3358872 45.4365886),Al Ponte del Lovo,,deli,,,Venezia,4819,30124,,,,,,IT,,,,,,,,,,,,,,,San Marco,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,POINT (12.3211578 45.4369229),Cuore Bio,,convenience,,,,3525,30123,,,,,,,,,,,,,,,,,,,,,Dorsoduro,,,,,,,,yes,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,POINT (12.2830785 45.5113787),Gastronomia,,deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,POINT (12.3393268 45.4401513),Edicola,,kiosk,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
