,geometry,landuse,industrial,caravan:rental,name,shop,city,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,brand,brand:wikidata,description,operator,start_date,website,access,place,barrier,fence_type,waterway,note,man_made,material,depot,cargo:container,fixme,harbour,port:category,port:type,seamark:harbour:category,seamark:type,seaway,operator:wikidata,operator:wikipedia,plant:method,plant:output:electricity,plant:source,power,ref:EU:ENTSOE_EIC,wikidata,wikipedia,contact:phone,cargo,port,name:en,name:it,plant:type,phone,source,amenity,fee,residential,email,building,fax,ref:vatin,type,name:vi,compressed_air,fuel:cng,fuel:diesel,fuel:lpg,fuel:octane_95,opening_hours,self_service,wheelchair,fuel:GTL_diesel,fuel:octane_100,ref:mise,pipeline,substance,substation,area,brand:wikipedia,contact:city,contact:housenumber,contact:postcode,contact:street,direction,not:brand:wikidata,addr:hamlet,addr:province,addr:state,check_date:opening_hours,opening_hours:signed,fuel:adblue,contact:email,contact:facebook,trade,old_name
1500,"POLYGON ((12.5539834 45.5873388, 12.5539764 45.5870832, 12.554034 45.5870833, 12.5539879 45.5867195, 12.5539782 45.5865656, 12.5538778 45.586567, 12.5532857 45.5865757, 12.5527364 45.5865926, 12.5525874 45.5865784, 12.5525832 45.5865776, 12.5525786 45.5865763, 12.5525234 45.5865506, 12.5524606 45.5865488, 12.552269 45.5865774, 12.5519693 45.5865926, 12.5517388 45.5865831, 12.5515073 45.5865718, 12.551502 45.586571, 12.5510047 45.586428, 12.5509892 45.5864498, 12.5507999 45.586482, 12.5507859 45.5865395, 12.5505774 45.5870625, 12.5504224 45.5874513, 12.5510589 45.5875461, 12.5511772 45.5871568, 12.5512245 45.5870012, 12.5516619 45.5870664, 12.5516482 45.587162, 12.5528641 45.5872503, 12.5529461 45.5872783, 12.5529203 45.5875479, 12.5530761 45.5875759, 12.5531611 45.5873389, 12.5531673 45.5873116, 12.5539834 45.5873388))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,"POLYGON ((12.522044 45.5735795, 12.5213371 45.5734315, 12.5211491 45.5738685, 12.521118 45.5739407, 12.5214516 45.5740038, 12.5218215 45.5740738, 12.522044 45.5735795))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,"POLYGON ((12.4982203 45.593339, 12.4973038 45.5926516, 12.4968157 45.5928541, 12.4973248 45.5934426, 12.4975197 45.5934199, 12.4982203 45.593339))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,"POLYGON ((12.5271195 45.6409823, 12.52633 45.6419234, 12.5269087 45.6420902, 12.5270456 45.6421019, 12.5271899 45.6415635, 12.5271969 45.6411347, 12.5271195 45.6409823))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,"POLYGON ((12.5520101 45.6178179, 12.5516094 45.6182104, 12.5515684 45.6182506, 12.5523438 45.6183761, 12.5523775 45.6183207, 12.5525756 45.6179948, 12.5520101 45.6178179))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,"POLYGON ((12.5077399 45.6220195, 12.5072878 45.6206725, 12.5071397 45.6202312, 12.5066284 45.6203073, 12.5064751 45.6203301, 12.5071318 45.6221354, 12.5077399 45.6220195))",industrial,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,"POLYGON ((12.5457923 45.6264947, 12.5452869 45.626894, 12.5447058 45.626348, 12.5454918 45.6260641, 12.5455937 45.6261512, 12.5455905 45.6263543, 12.5457923 45.6264947))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,"POLYGON ((12.5106837 45.6219926, 12.510431 45.6211805, 12.5095269 45.6213508, 12.509468 45.6213619, 12.5097432 45.6221555, 12.5097495 45.6221736, 12.5106837 45.6219926))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,"POLYGON ((12.5213421 45.605251, 12.520704 45.6047917, 12.5203276 45.6048748, 12.5201972 45.6048252, 12.5199952 45.6048493, 12.5205065 45.6054669, 12.5213421 45.605251))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,"POLYGON ((12.5540875 45.606602, 12.5545634 45.606637, 12.5546392 45.6065498, 12.555058 45.6060504, 12.5546775 45.6059083, 12.5541242 45.6065584, 12.5540875 45.606602))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,"POLYGON ((12.5440413 45.5779432, 12.5435346 45.5778, 12.5433461 45.5782538, 12.5432422 45.5785095, 12.5437235 45.5786037, 12.5439271 45.5781684, 12.5440413 45.5779432))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,"POLYGON ((12.5226848 45.6327616, 12.5226611 45.6327511, 12.5226487 45.6327387, 12.5202937 45.6312101, 12.5202311 45.6312542, 12.5196971 45.6309229, 12.5193184 45.6311584, 12.519369 45.6312498, 12.5192476 45.6313249, 12.5193347 45.6313941, 12.5193943 45.6314484, 12.5195085 45.6315287, 12.519455 45.6315711, 12.5197574 45.6318343, 12.5198814 45.6319553, 12.519939 45.6320064, 12.5200727 45.6321067, 12.5201519 45.6321468, 12.5202139 45.6321721, 12.5202631 45.6322026, 12.5205851 45.6323692, 12.5206672 45.6323989, 12.5209703 45.6325671, 12.5214147 45.6327985, 12.522286 45.6332378, 12.5241707 45.6341984, 12.5244332 45.6343099, 12.5244783 45.6343335, 12.5245105 45.6343495, 12.5246022 45.6343326, 12.5247948 45.6341489, 12.5253704 45.6333771, 12.5255602 45.6331425, 12.5256072 45.6331006, 12.5256917 45.633038, 12.5257956 45.6329794, 12.5258565 45.6329565, 12.525348 45.6325122, 12.525623 45.632356, 12.5252318 45.632045, 12.5252201 45.6320357, 12.5246249 45.6315626, 12.5246054 45.6315742, 12.52459 45.6315915, 12.5242957 45.6317796, 12.5240915 45.6318949, 12.5245642 45.6322935, 12.5246107 45.6323294, 12.5246749 45.6322919, 12.5248693 45.6321852, 12.5249254 45.6322373, 12.5245923 45.6324255, 12.5240122 45.6319345, 12.5239472 45.6319771, 12.5237834 45.6320847, 12.5234937 45.6322832, 12.5228055 45.6327173, 12.5226848 45.6327616))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,"POLYGON ((12.5497922 45.5977168, 12.5494509 45.5969547, 12.5490247 45.5969925, 12.5490864 45.5971379, 12.5489702 45.5971612, 12.5488973 45.5971814, 12.5491714 45.5977623, 12.5497922 45.5977168))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,"POLYGON ((12.5599683 45.602197, 12.5596162 45.6023154, 12.5600226 45.6028637, 12.5596714 45.6029858, 12.5597956 45.6031468, 12.5608736 45.6034444, 12.5609348 45.6034678, 12.5599683 45.602197))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,"POLYGON ((12.4606757 45.5776836, 12.4601538 45.5772418, 12.4599774 45.5770926, 12.459673 45.5768349, 12.4590272 45.5771713, 12.4598552 45.5780324, 12.4598932 45.5780719, 12.4606757 45.5776836))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,"POLYGON ((12.5108951 45.5849338, 12.5108872 45.5845517, 12.50951 45.5844156, 12.5094627 45.5849113, 12.5106109 45.5849969, 12.5106821 45.5850022, 12.5108968 45.5850182, 12.5108951 45.5849338))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,"POLYGON ((12.5252009 45.6363176, 12.5241405 45.6352823, 12.5236183 45.635967, 12.5235801 45.6360171, 12.5250724 45.6365701, 12.5251407 45.6365954, 12.5252473 45.6363628, 12.5252009 45.6363176))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,"POLYGON ((12.5360992 45.6006677, 12.5360988 45.6004067, 12.5360205 45.59982, 12.5359351 45.5998107, 12.5355774 45.6005958, 12.5356302 45.6007451, 12.5359365 45.6008354, 12.5360992 45.6006677))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,"POLYGON ((12.5304538 45.6181335, 12.5304329 45.6181236, 12.5295167 45.6178533, 12.5286984 45.619186, 12.528714 45.6191906, 12.5295694 45.6194397, 12.5296029 45.6194494, 12.5304538 45.6181335))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,"POLYGON ((12.563763 45.5903643, 12.5631579 45.5899039, 12.5626437 45.5902045, 12.5626702 45.5902861, 12.562725 45.5904791, 12.5628526 45.5906398, 12.5631586 45.5907575, 12.563763 45.5903643))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,"POLYGON ((12.522688 45.6288648, 12.5219911 45.6287228, 12.5219696 45.6287404, 12.5212282 45.6292139, 12.5215107 45.6294338, 12.5217087 45.6295809, 12.5225122 45.6290627, 12.522688 45.6288648))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,"POLYGON ((12.5127772 45.591868, 12.5129438 45.591392, 12.5121859 45.5912613, 12.5120533 45.591774, 12.5120386 45.5918307, 12.5126441 45.5919094, 12.5127576 45.5919241, 12.5127772 45.591868))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,"POLYGON ((12.533809 45.6305888, 12.5340905 45.6304433, 12.534024 45.6310214, 12.5343395 45.6310899, 12.5356704 45.6313601, 12.5347449 45.6298119, 12.5335178 45.6302763, 12.533809 45.6305888))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,"POLYGON ((12.5122183 45.6199305, 12.5109765 45.6198351, 12.5101588 45.6197996, 12.510175 45.6198517, 12.51028 45.6201892, 12.5102931 45.6202313, 12.5103199 45.6202254, 12.5122183 45.6199305))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,"POLYGON ((12.4778103 45.5917099, 12.4777898 45.5916902, 12.476731 45.5919688, 12.4767317 45.5919696, 12.477135 45.5924491, 12.4782871 45.5921677, 12.4778532 45.591751, 12.4778103 45.5917099))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,"POLYGON ((12.4830945 45.5954114, 12.4825757 45.5949435, 12.482365 45.5950605, 12.4823014 45.5950957, 12.4822697 45.5951133, 12.4821687 45.5951694, 12.4822513 45.5955767, 12.4830945 45.5954114))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,"POLYGON ((12.5076588 45.59128, 12.5076602 45.5912775, 12.5077418 45.5911249, 12.5078963 45.5908359, 12.507163 45.5906799, 12.5069977 45.5911656, 12.5076541 45.5912888, 12.5076588 45.59128))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,"POLYGON ((12.5084224 45.6204735, 12.5087632 45.6204228, 12.5085763 45.6200173, 12.5077063 45.6201468, 12.507937 45.6205398, 12.5079402 45.6205452, 12.5083943 45.6204777, 12.5084224 45.6204735))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,"POLYGON ((12.5042551 45.6251499, 12.5035861 45.625012, 12.5032773 45.6249772, 12.5030402 45.6249653, 12.5026775 45.6249569, 12.502673 45.6249567, 12.5024966 45.6249472, 12.5023633 45.62494, 12.502355 45.6249393, 12.5020151 45.6248971, 12.5020108 45.6248965, 12.5020082 45.6248961, 12.5015929 45.6248237, 12.5015891 45.624823, 12.5008041 45.6246636, 12.5007977 45.6246621, 12.5007914 45.6246603, 12.5007854 45.6246583, 12.5007795 45.624656, 12.5007739 45.6246534, 12.5007685 45.6246506, 12.5007635 45.6246475, 12.5007587 45.6246442, 12.5007542 45.6246407, 12.50075 45.624637, 12.5007462 45.6246331, 12.5007428 45.6246291, 12.5007398 45.6246249, 12.5007371 45.6246206, 12.5007349 45.6246161, 12.5007331 45.6246116, 12.5007317 45.624607, 12.5007308 45.6246023, 12.5007303 45.6245974, 12.5007267 45.6245971, 12.5007309 45.6245864, 12.5007314 45.6245835, 12.5007326 45.6245789, 12.5007343 45.6245744, 12.5007364 45.6245699, 12.5007391 45.6245653, 12.5008012 45.6244054, 12.5006067 45.6243656, 12.5003886 45.6243218, 12.4997591 45.624195, 12.4994339 45.6241259, 12.4990118 45.6240361, 12.4989878 45.624031, 12.4989825 45.6240297, 12.4989774 45.6240283, 12.4989705 45.6240269, 12.4990018 45.6240879, 12.4990169 45.6241172, 12.499084 45.6242236, 12.4991222 45.6242787, 12.4996379 45.624966, 12.4997426 45.624969, 12.5001142 45.6249774, 12.5001564 45.6249776, 12.5001591 45.6249531, 12.5023791 45.6250565, 12.5025545 45.62508, 12.5029053 45.625127, 12.5042798 45.6254247, 12.5042551 45.6251499))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,"POLYGON ((12.531515 45.6183948, 12.5315327 45.6183656, 12.5315342 45.6183634, 12.5315362 45.6183608, 12.5315384 45.6183583, 12.5315511 45.6183337, 12.5315619 45.618313, 12.5318431 45.6177697, 12.5298543 45.6172234, 12.529557 45.6177834, 12.5295407 45.617814, 12.5295396 45.6178161, 12.5295167 45.6178533, 12.5304329 45.6181236, 12.5304538 45.6181335, 12.5304841 45.6180868, 12.5304865 45.6180835, 12.5304887 45.618081, 12.5304912 45.6180786, 12.5304938 45.6180763, 12.5304967 45.6180742, 12.5304997 45.6180721, 12.5305025 45.6180705, 12.5305064 45.6180686, 12.53051 45.618067, 12.5305137 45.6180656, 12.5305175 45.6180644, 12.5305214 45.6180634, 12.5305254 45.6180625, 12.5305295 45.6180618, 12.5305336 45.6180614, 12.5305378 45.6180611, 12.530542 45.618061, 12.5305462 45.6180611, 12.5305504 45.6180614, 12.5305545 45.6180618, 12.5305586 45.6180625, 12.5305626 45.6180634, 12.5305665 45.6180644, 12.5305704 45.6180656, 12.5305741 45.618067, 12.5305776 45.6180686, 12.530581 45.6180703, 12.5305843 45.6180721, 12.5305873 45.6180741, 12.5305902 45.6180763, 12.5305929 45.6180786, 12.5305953 45.618081, 12.5305975 45.6180835, 12.5305995 45.6180861, 12.5306012 45.6180887, 12.5306027 45.6180915, 12.5306039 45.6180943, 12.5306049 45.6180972, 12.5306056 45.6181001, 12.530606 45.618103, 12.5306061 45.618106, 12.530606 45.6181089, 12.5306056 45.6181118, 12.5306049 45.6181147, 12.5306039 45.6181176, 12.5306027 45.6181204, 12.5306008 45.6181239, 12.5305656 45.6181783, 12.5302349 45.6186898, 12.5306136 45.6188019, 12.5307588 45.6188449, 12.5309008 45.618611, 12.5311057 45.6182734, 12.5313478 45.6183453, 12.5315048 45.618392, 12.531515 45.6183948))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,"POLYGON ((12.5315876 45.6202223, 12.5316612 45.620113, 12.5316713 45.6201162, 12.5325355 45.6188954, 12.5326576 45.618723, 12.532699 45.618659, 12.5329684 45.6182432, 12.5330408 45.6180961, 12.5318431 45.6177697, 12.5315619 45.618313, 12.531673 45.6183468, 12.5316558 45.6183833, 12.5316557 45.6183862, 12.5316553 45.6183892, 12.5316546 45.6183921, 12.5316536 45.6183949, 12.5316524 45.6183978, 12.5316508 45.6184007, 12.531635 45.6184268, 12.5308082 45.6197863, 12.5308009 45.6197983, 12.5310195 45.619862, 12.5311672 45.619905, 12.5312177 45.6199197, 12.5320276 45.6186708, 12.5320975 45.618563, 12.5321165 45.6185337, 12.5321189 45.6185304, 12.5321212 45.6185279, 12.5321395 45.6184887, 12.5322587 45.618525, 12.5322384 45.6185558, 12.532238 45.6185588, 12.5322373 45.6185617, 12.5322364 45.6185645, 12.5322352 45.6185674, 12.5322333 45.6185708, 12.5322298 45.6185761, 12.5322164 45.6185968, 12.5315087 45.6196881, 12.5313295 45.6199646, 12.5313083 45.6199972, 12.5313059 45.6200004, 12.5313037 45.6200029, 12.5313013 45.6200053, 12.5312986 45.6200076, 12.5312957 45.6200097, 12.5312927 45.6200117, 12.5312894 45.6200136, 12.531286 45.6200153, 12.5312825 45.6200169, 12.5312788 45.6200182, 12.5312749 45.6200195, 12.531271 45.6200205, 12.531267 45.6200213, 12.5312629 45.620022, 12.5312588 45.6200225, 12.5312546 45.6200228, 12.5312504 45.6200229, 12.5312462 45.6200228, 12.531242 45.6200225, 12.5312379 45.620022, 12.5312338 45.6200213, 12.5312298 45.6200205, 12.5312259 45.6200195, 12.5307522 45.6198815, 12.5307093 45.6199492, 12.5299669 45.6211221, 12.5299645 45.6211259, 12.5308772 45.6211809, 12.5315936 45.6212241, 12.5314311 45.6209546, 12.5311509 45.6208703, 12.5315876 45.6202223))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,"POLYGON ((12.5110784 45.6233713, 12.5110737 45.6233709, 12.5110696 45.6233704, 12.5110654 45.6233697, 12.5110284 45.623362, 12.5109794 45.6233511, 12.5109767 45.6233505, 12.5109725 45.6233493, 12.5109116 45.62333, 12.5109084 45.6233289, 12.5109044 45.6233273, 12.510854 45.6233053, 12.5107587 45.623273, 12.5107199 45.6232608, 12.5106723 45.6232493, 12.5106693 45.6232485, 12.5105986 45.623228, 12.510569 45.6232203, 12.5105362 45.6232196, 12.5104978 45.62322, 12.5104626 45.6232228, 12.5103567 45.6232376, 12.5102601 45.623256, 12.5101878 45.6232745, 12.5101523 45.6232877, 12.5101221 45.6233054, 12.5101182 45.623311, 12.5101208 45.6233147, 12.5107882 45.6238717, 12.5107908 45.6238741, 12.5107932 45.6238765, 12.5107953 45.623879, 12.5107972 45.6238816, 12.5107988 45.6238843, 12.5108002 45.6238871, 12.5108331 45.6239171, 12.5109096 45.6238816, 12.5112317 45.6241411, 12.5115722 45.6244153, 12.5117524 45.6245605, 12.5117517 45.6245637, 12.5117207 45.6247065, 12.5129765 45.626375, 12.5131424 45.6266313, 12.5132623 45.6267926, 12.5139506 45.6269328, 12.5139462 45.6269274, 12.5130381 45.6258113, 12.5119539 45.6244927, 12.5119094 45.6244387, 12.5117724 45.624272, 12.5116442 45.6241191, 12.5115382 45.6239926, 12.5115223 45.6239738, 12.5112969 45.6236935, 12.5112942 45.6236897, 12.5112099 45.623557, 12.5112083 45.6235544, 12.5111193 45.6233902, 12.5111179 45.6233872, 12.5111163 45.6233831, 12.5111131 45.623373, 12.5110784 45.6233713))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,"POLYGON ((12.5040518 45.5922518, 12.5039012 45.5922661, 12.5036241 45.5914195, 12.5036082 45.5913677, 12.5026061 45.5917743, 12.5030688 45.5924978, 12.5038889 45.592286, 12.5040518 45.5922518))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,"POLYGON ((12.5097304 45.6156981, 12.5097027 45.6157023, 12.5088578 45.6158317, 12.5088625 45.615847, 12.5090366 45.6164241, 12.509038 45.6164287, 12.5095909 45.6163381, 12.5099175 45.6162846, 12.5097304 45.6156981))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,"POLYGON ((12.5101561 45.5869357, 12.5097979 45.5868369, 12.5092966 45.5872642, 12.509293 45.5874355, 12.5092916 45.5874978, 12.509453 45.5875099, 12.5098038 45.5875363, 12.50994 45.5875465, 12.5101561 45.5869357))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,"POLYGON ((12.5674618 45.6042785, 12.5676113 45.6041048, 12.5684503 45.6041819, 12.5685564 45.6039203, 12.5677703 45.603579, 12.5674464 45.6034384, 12.567076 45.6041732, 12.5674285 45.6043172, 12.5674618 45.6042785))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,"POLYGON ((12.480332 45.5959528, 12.4802708 45.5957459, 12.480363 45.5955195, 12.4803739 45.5954927, 12.4801766 45.5953201, 12.4795453 45.5955699, 12.4791004 45.5957459, 12.4794902 45.5961115, 12.480332 45.5959528))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,"POLYGON ((12.555295 45.6181665, 12.5544177 45.6178875, 12.5541889 45.6181531, 12.5537751 45.6181575, 12.5537253 45.618158, 12.5535618 45.6181631, 12.553245 45.6185464, 12.5537633 45.6187601, 12.555295 45.6181665))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,"POLYGON ((12.5294773 45.5890239, 12.5294795 45.5888663, 12.5288384 45.5888476, 12.5288321 45.5889678, 12.5288134 45.5893233, 12.5294728 45.5893415, 12.5294772 45.5890327, 12.5294773 45.5890239))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,"POLYGON ((12.5477873 45.5978472, 12.5482444 45.5978329, 12.5481647 45.5976449, 12.5480233 45.597554, 12.5478891 45.5973049, 12.5476198 45.5968045, 12.5473033 45.5968977, 12.5475168 45.5973164, 12.5477873 45.5978472))",industrial,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,"POLYGON ((12.5446339 45.6297125, 12.5441485 45.6289863, 12.5440252 45.6290276, 12.5437273 45.6285535, 12.5433794 45.6286672, 12.5431735 45.6287346, 12.5430978 45.6288034, 12.5438874 45.62997, 12.5446339 45.6297125))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,"POLYGON ((12.5102755 45.6206807, 12.5101298 45.6202122, 12.510003 45.6198049, 12.5091511 45.6199317, 12.5093093 45.620298, 12.5092219 45.6203763, 12.5092293 45.6203967, 12.509389 45.6208353, 12.5102755 45.6206807))",residential,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
