,geometry,name,shop,check_date,opening_hours,wheelchair,name:de,name:it,alt_name,addr:housenumber,addr:street,phone,cafe,outdoor_seating,level,amenity,building,city,addr:postcode,email,addr:place,noname,addr:city,facebook,website,name:en,delivery:description:it,addr:country,cuisine,source,contact:mobile,organic,payment:credit_cards,payment:debit_cards,operator,ref:vatin,contact:phone,description,diet:kosher,diet:vegan,payment:online,payment:mastercard,payment:visa,start_date,check_date:opening_hours,fixme,delivery,payment:bancomat,payment:cash,payment:coins,addr:unit,payment,toilets,payment:maestro,contact:facebook,payment:pos,indoor_seating,smoking,opening_hours:signed,contact:instagram,air_conditioning,craft,fax,phone:delivery,payment:cards,contact:whatsapp,opening_hours:phone,payment:online_payment,communication:mobile_phone,phone:mobile,kids_area,contact:website,internet_access,second_hand,addr:state,branch,brand,butcher,diet:halal,addr:province,takeaway,contact:email,bar,payment:bancoposta,payment:postepay,mobile,building:levels,roof:levels,wheelchair:description,addr:interpolation,internet_access:fee,addr:hamlet,contact:twitter,contact:fax,roof:shape,layer,survey:date
221,POINT (12.3618615 45.4023072),,pastry,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,POINT (12.3534255 45.4322075),,greengrocer,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,POINT (12.3629443 45.4037833),,greengrocer,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,POINT (12.3391366 45.4383076),Italo Didovich,pastry,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,POINT (12.3537553 45.4571561),,greengrocer,2024-03-14,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,POINT (12.3237916 45.4326689),Al nono Colussi,pastry,,,yes,,,,,,,,,0,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,POINT (12.3282287 45.4405753),Majer,bakery,2023-08-30,,yes,,,,1630,,,,,,,,"Venezia, Veneto, Italy",,,Santa Croce,,,,,,,,,,,,,,,,+39 041 524 6762,"Artisan bakery, pizza joint and coffee.",,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://majer.it,no,,,,,,,,,,,,,,,,,,,,,,,,
228,POINT (12.3295166 45.4452835),a la Virtu,alcohol,,"Tu-Sa 09:30-12:45,16:00-20:00",,,,,2678,,+39 041 713129,,,0,,,"Venezia, Veneto, Italy",30121,,Cannaregio,,Venezia,,,,,,,,,,,,,,,"Sells local vine, prosecco and other alcohol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,
229,POINT (12.3901057 45.454323),Orto di Venezia,wine,2024-05-25,,,,,,1,Via de le Motte,+393488727500,,,,,,"Venezia, Veneto, Italy",30141,,,,Venezia,,http://ortodivenezia.com,,,,,,,,,,Michel Thoulouze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,POINT (12.2281354 45.4863353),,wine,,,,,,,72,Via Podgora,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,POINT (12.2312453 45.4861235),Panificio Molin Zan A.,bakery,,,,,,,2,Via Monte San Michele,+39 041 922127,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,POINT (12.232059 45.482484),Iginio Massari,pastry,2025-01-26,,,,,,1,Piazzale Pietro Favretti,+39 06 4778 6857,,,,,,"Venezia, Veneto, Italy",30171,,,,Mestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italia,Venezia - Mestre Pop - Up Store,Iginio Massari,,,,,,,,,,,,,,,,,,,,
233,POINT (12.3417852 45.4347271),Emilio Colussi,bakery,,Mo-Sa 07:30-19:30; Su closed; PH closed,limited,,,,,,,,,0,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,POINT (12.231884 45.4860845),,greengrocer,,,,,,,44,Via Monte Nero,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,POINT (12.3534867 45.4561337),Marcato Panificio & Pastecceria,bakery,2024-03-14,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,POINT (12.3702205 45.4153522),Lidofrutta,greengrocer,,,yes,,,,8,Via Lepanto,,,,,,,"Venezia, Veneto, Italy",30126,,,,Lido di Venezia,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,POINT (12.3553911 45.4584278),,greengrocer,,"Mo-Tu,Th-Fr 08:00-12:30,16:30-19:00; We,Sa 08:30-12:30; PH closed",,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,POINT (12.3569873 45.4586048),,bakery,,"Mo-Tu,Th-Sa 06:30-13:00,17:00-19:00; We 06:30-13:00; PH closed",,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,POINT (12.3251133 45.4356837),Mamafé - Salento Bakery,bakery,2025-04-10,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,POINT (12.3235838 45.4389678),Cantina da Fior,alcohol,,,yes,,,,644c,,,,,,,,"Venezia, Veneto, Italy",,,Santa Croce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,POINT (12.3340618 45.4384641),Mauro El Forner de Canton,bakery,,Mo-Sa 08:00-18:00,,,Mauro El Forner de Canton,,603,Ruga Vecchia San Giovanni,+39 041 5231608,,,,,,"Venezia, Veneto, Italy",30125,info@elfornerdecanton.com,,,,,https://www.elfornerdecanton.com,Mauro El Forner de Canton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ElFornerdeCanton,,,,,elfornerdecanton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,POINT (12.2292615 45.486823),,pastry,,,,,,,96,Via Silvio Trentin,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,POINT (12.3208896 45.4412843),Iginio Massari,pastry,2024-03-14,Mo-Su 08:00-20:00,,,,,Piano Binari,Stazione Santa Lucia,+39 06 4778 6834,,,0,,,"Venezia, Veneto, Italy",30100,,,,Venezia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,POINT (12.3250374 45.4356697),Mamafé,bakery,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,POINT (12.3395631 45.4370772),Milani Manuela,bakery,,,,,,,5767,,+39 041 5236605,,,,,,"Venezia, Veneto, Italy",30122,,Castello,,Venezia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,POINT (12.2577305 45.4815351),Gioia,bakery,,"Mo,Tu,Th-Sa 07:00-12:45; We off, Mo,Tu,Th-Sa 16:00-19:00, Su 07:30-12:45",,,,,40,Via Pompeo Molmenti,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,POINT (12.2342007 45.488199),,pastry,,,,,,,4d,Via Fiume,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,POINT (12.2303759 45.488794),,bakery,,,,,,,44,Via Fiume,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,POINT (12.3554656 45.4325773),Pasticceria Panificio,bakery,,"Mo-We 07:00-13:30, 16:00-20:00; Th-Sa 07:00-13:30, 14:00-20:00; Su 08:30-13:30",,,,,1825,Viale Giuseppe Garibaldi,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,POINT (12.3325882 45.4393778),Rizzo,confectionery,2022-12-25,,yes,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,POINT (12.3559781 45.4324276),Pasticceria Melìta,pastry,,,limited,,,,1003,Fondamenta Sant'Ana,,,,0,,,"Venezia, Veneto, Italy",,,,,Venezia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,POINT (12.3610778 45.4272401),Macelleria ai Dogi,butcher,2023-01-05,"Th-Sa 08:00-13:30,16:30-19:30; Mo-We 08:00-13:30; Su closed; PH closed",limited,,Macelleria ai Dogi,,5a,Campo Marco Stringari,,,,0,,,"Venezia, Veneto, Italy",,,,,Venezia,,,,,,,,+39 339 187 1873,,yes,yes,,,+39 041 522 6571,,no,,,yes,yes,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,no,,no,,,,,pork,no,,,,,,,,,,,,,,,,,,
253,POINT (12.3360286 45.4368701),Rosa Salva - San Salvador,pastry,,,,,,,4805,Campo San Salvador,+390415226808,,,,,,"Venezia, Veneto, Italy",30124,,,,Venezia,,https://www.rosasalva.it/,,,,,,,,,,Ermenegildo Rosa Salva S.R.L.,IT00381730274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,POINT (12.2546481 45.5093144),,bakery,,,,,,,,Via Vallon,,,,,,,"Venezia, Veneto, Italy",30174,,,,Mestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,POINT (12.2548161 45.5092274),,greengrocer,,,,,,,,Via Vallon,,,,,,,"Venezia, Veneto, Italy",30174,,,,Mestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,POINT (12.3263238 45.4317246),Pasticceria Toletta,bakery,,,,,,,1192,Saca de la Toletta,,,,,,,"Venezia, Veneto, Italy",30123,,,,Venezia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,POINT (12.313273 45.4329916),Panificio Gaio,bakery,,Mo-Sa 08:00-12:30,,,,,2090,,,,,,,,"Venezia, Veneto, Italy",30123,,Dorsoduro,,Venezia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VE,,,,,,,,,,,,,,,,,
258,POINT (12.3411401 45.5042949),Grab & Go,bakery,2023-10-24,,yes,,,,,,,,no,2,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,
259,POINT (12.3473973 45.4345295),Il profumo del pane,bakery,,,yes,,,,3783,Calle Crosera,,,,0,,,"Venezia, Veneto, Italy",30122,,,,Venezia,,,,,,,,,,,,,IT03649850272,+39 041 528 3759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
260,POINT (12.3454128 45.4355675),,bakery,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,POINT (12.4174801 45.4854903),Ninfea,pastry,2024-03-14,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,POINT (12.3371696 45.4390039),Capitan Candy,confectionery,2024-03-14,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,POINT (12.3370129 45.4387461),Giacomo Rizzo,pasta,2024-03-14,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,POINT (12.3253259 45.4329155),Rizza Pane,bakery,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,POINT (12.3241644 45.4326704),Tea room Beatrice,tea,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,POINT (12.3327007 45.4394608),,pastry,,,,,,,,,,,,,ice_cream,,"Venezia, Veneto, Italy",,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,POINT (12.2794409 45.5037948),Pasticceria Bellinazzi,pastry,,,,,,,335,Via San Donà,,,,,,,"Venezia, Veneto, Italy",30173,,,,Favaro Veneto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,POINT (12.21084 45.4768235),Pasticceria Milady,pastry,,,,,,,141,Via Trieste,,,,,,,"Venezia, Veneto, Italy",30175,,,,Marghera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,POINT (12.2547396 45.498587),Ortofrutta Pane e Latte,greengrocer,,,,,,,40/E,Via Tevere,,,no,,,,"Venezia, Veneto, Italy",30173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,POINT (12.3242049 45.4425213),Nino & Friends,chocolate,,Mo-Su 10:00-22:30,,,,,233,Pescaria de Cannaregio,+390410991928,,,,,,"Venezia, Veneto, Italy",30121,,,,Venezia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,POINT (12.3744511 45.4153713),,greengrocer,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,POINT (12.1994855 45.4846742),La Reginetta,greengrocer,,,,,,,239,Via Miranese,,,,,,,"Venezia, Veneto, Italy",30174,,,,Chirignago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,POINT (12.3329397 45.4379798),,cheese,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,POINT (12.3340878 45.4397163),,greengrocer,,,,,,,326,Calle de le Becarie,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,POINT (12.2495281 45.5026159),NaturaSì,health_food,,"Mo-Sa 09:00-13:00, 16:00-19:30",,,,,10/A,Largo Rotonda Giuseppe Garibaldi,,,,,,,"Venezia, Veneto, Italy",30173,,,,,,https://negozi.naturasi.it/italia/venezia/mestre-largo-rotonda-giuseppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,POINT (12.2132485 45.5112953),Piper Enoteca Champagneria,wine,,,,,,,97/F,Via Castellana,+39 389 9512287,,,,,,"Venezia, Veneto, Italy",30174,,,,Zelarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,POINT (12.2268725 45.4780196),OltreConfin,greengrocer,2025-05-03,"Mo,We,Fr,Su,PH off; Tu,Th 10:00-13:30,15:30-20:00; Sa 10:00-13:30",limited,,,,60b,Via Giorgio Rizzardi,+39 393 9719606,,,,,,"Venezia, Veneto, Italy",30175,,,,,,https://linktr.ee/oltreconfin,,,,,,,yes,yes,yes,,,,,,,,,,,,,yes,,yes,,,,,,OltreConfin,,,,,oltreconfin,,,,,,,,,,,,,,,,,,,,,,oltreconfin@gmail.com,,,,,,,,,,,,,,,
278,POINT (12.3555997 45.4324532),,greengrocer,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,Venezia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,POINT (12.2250902 45.4750214),Pasticceria Danieli,bakery,,,,,,,9,Piazza del Mercato,+39 041 0991183,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,IT04388230270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
280,POINT (12.2236064 45.4763295),,bakery,,,,,,,6c,Via Canal Bernardo,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,POINT (12.2231605 45.4745588),Asian Food Macelleria,butcher,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,
282,POINT (12.2241798 45.4717567),Le Delizie di Dea,pastry,,Mo-Su 06:00-21:00,,,,Le Delizie Della Dea,6,Via Nicolò Tommaseo,,,,,,,"Venezia, Veneto, Italy",30175,,,,Marghera,,,,,,coffee_shop;pastry,,,,yes,yes,,IT04556170274,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,
283,POINT (12.2248961 45.472441),D&R La Nuova Macelleria,butcher,,"Mo-Sa 08:30-13:00,15:30-19:30; Tu-Th 08:30-13:00; Su,PH off",,,,La Nuova Macelleria da Ross e Luca,7,Via Francesco Avesani,+39 041 8010585,,,,,,"Venezia, Veneto, Italy",30175,,,,Marghera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+39 389 4278621,,,,,,,,,,,
284,POINT (12.2246028 45.4731198),La Vecchia Vite,wine,,"Mo 09:30-12:30; Tu-Sa 09:30-12:30,16:00-19:30; Su,PH off",,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,POINT (12.2242827 45.4746488),Al Canton del Gusto,dairy,,,,,,,,Piazza del Mercato,,,,,,,"Venezia, Veneto, Italy",30175,,,,Marghera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/profile.php?id=100080031165692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+39 351 318 9769,,,,,,,,,,,
286,POINT (12.2257916 45.475603),,pastry,,Mo-Su 06:30-19:30; PH off,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,POINT (12.2273076 45.4718917),Damaschino,pastry,2025-03-11,,,,,,7/9,Via Bartolomeo Benvenuto,,,,,,,"Venezia, Veneto, Italy",30175,,Marghera,,,,,,,,,,,,,,,,+39 351 354 8889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://damaschino.it,,,,,,,,,,,,,,,,,,,,,,,,,
288,POINT (12.2394056 45.4883223),Macelleria da Luca,butcher,2025-03-15,,,,,,15a,Via Cappuccina,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,POINT (12.2190742 45.4939669),Panificio Bergamo,bakery,,"Mo-Su 07:00-13:15; Mo-Tu, Th-Fr, Su 17:00-19:00",,,,,1/A,Strada Volpi,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"POLYGON ((12.4109619 45.488611, 12.4110203 45.4886306, 12.4110973 45.4885301, 12.4112167 45.4885668, 12.4112529 45.4885198, 12.4110839 45.4884652, 12.4109619 45.488611))",Vinoteca Via della Vigna,wine,,12:00-20:00; We off,,,,,3,Fondamenta Santa Caterina - Isola di Mazzorbo,+39 041 5272281,,,,,yes,"Venezia, Veneto, Italy",30142,,,,Venezia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"POLYGON ((12.3411055 45.4373482, 12.34115 45.4373647, 12.3411957 45.4373032, 12.3411617 45.4372885, 12.3411055 45.4373482))",Ortofrutta Dal Vent,greengrocer,,Mo-Sa 07:00-20:00,,,,,,Campo Santa Maria Formosa,,,,,,commercial,"Venezia, Veneto, Italy",30122,,,,Venezia,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,
292,POINT (12.5793689 45.5995909),,greengrocer,,,,,,,,,,,,,,,"San Donà di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,POINT (12.5798339 45.598341),Cioccolateria Veneziana,chocolate,,"Mo-Fr 08:00-12:00,14:30-18:30; Sa 09:30-12:30",,,,,,,,,,,,,"San Donà di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,POINT (12.5562647 45.6399774),Panificio Piazza,bakery,,,,,,,20,Via Noventa,+39 0421 53965,,,,,,"San Donà di Piave, Veneto, Italy",,,,,San Donà di Piave,,,,,,,,,,,,Andrea & C. snc,IT03459030270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,POINT (12.5660088 45.6316695),Macelleria Da Carlo,butcher,,,yes,,,,147,Corso Silvio Trentin,,,,,,,"San Donà di Piave, Veneto, Italy",30027,,,,San Donà di Piave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,POINT (12.5635692 45.6280087),Al Ponte Panificio Visentin,bakery,,,no,,,,3,Corso S. Trentin,,,,,,,"San Donà di Piave, Veneto, Italy",30027,,,,San Donà di Piave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,POINT (12.5677099 45.630276),Al Duomo,bakery,,,limited,,,,24,Via Tredici Martiri,,,,,,,"San Donà di Piave, Veneto, Italy",30027,,,,San Donà di Piave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,un gradino da 10 cm,,,,,,,,
298,POINT (12.5661557 45.6308153),Erboristeria Centrale,tea,,,limited,,,,126,Corso Silvio Trentin,,,,,,,"San Donà di Piave, Veneto, Italy",30027,,,,San Donà di Piave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,POINT (12.5633385 45.6305709),Panificio Caffetteria Gusto,bakery,,,yes,,,,52,Via Jesolo,,,,,,,"San Donà di Piave, Veneto, Italy",30027,,,,San Donà di Piave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,POINT (12.6083231 45.5972388),Panificio La Forneria,bakery,,,,,,,,,,,,,,,"San Donà di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
